longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-119.01,35.32,23.0,4870.0,965.0,2717.0,928.0,2.596,78150.0,INLAND
-124.19,40.78,37.0,1371.0,319.0,640.0,260.0,1.8242,67834.0,NEAR OCEAN
-118.41,34.01,44.0,2010.0,394.0,961.0,365.0,4.5982,342402.03,<1H OCEAN
-117.12,32.75,13.0,2795.0,773.0,1869.0,690.0,2.1767,119647.0,NEAR OCEAN
-118.33,34.07,52.0,2248.0,255.0,813.0,265.0,15.0001,500001.0,<1H OCEAN
-118.28,34.11,52.0,1803.0,437.0,787.0,388.0,4.5781,343593.02,<1H OCEAN
-121.23,38.66,19.0,3243.0,546.0,1334.0,515.0,4.8088,175455.0,INLAND
-118.12,34.02,36.0,1595.0,383.0,1105.0,359.0,2.4286,195584.0,<1H OCEAN
-118.01,34.1,35.0,2120.0,412.0,1375.0,405.0,3.4609,179570.0,INLAND
-121.36,38.56,20.0,1232.0,332.0,667.0,288.0,1.8288,58098.0,INLAND
-121.74,37.3,12.0,1961.0,280.0,985.0,269.0,6.7159,339433.01,<1H OCEAN
-118.26,33.78,27.0,1672.0,491.0,1723.0,462.0,2.0458,167956.0,NEAR OCEAN
-117.92,34.06,34.0,2819.0,609.0,1718.0,558.0,3.5547,196803.0,<1H OCEAN
-118.38,34.3,39.0,1622.0,355.0,903.0,314.0,4.1125,202363.0,<1H OCEAN
-118.45,34.18,22.0,2516.0,826.0,3350.0,713.0,2.0192,187339.0,<1H OCEAN
-121.92,38.03,16.0,2176.0,464.0,1410.0,434.0,3.5436,112517.0,INLAND
-124.09,40.87,44.0,692.0,206.0,398.0,211.0,1.1576,81806.0,NEAR OCEAN
-118.47,34.01,43.0,1160.0,304.0,393.0,250.0,2.9167,432132.07,<1H OCEAN
-117.22,32.83,31.0,3958.0,727.0,1924.0,728.0,5.4605,269868.06,NEAR OCEAN
-121.21,38.66,15.0,6940.0,1019.0,2829.0,990.0,5.4889,222297.0,INLAND
-122.45,37.71,45.0,2253.0,431.0,1382.0,392.0,4.2562,228792.0,NEAR OCEAN
-117.26,32.98,12.0,3900.0,977.0,1690.0,892.0,4.125,244554.0,NEAR OCEAN
-118.46,34.25,33.0,2202.0,433.0,1135.0,407.0,4.2143,221145.01,<1H OCEAN
-118.32,33.98,49.0,1993.0,446.0,1052.0,394.0,2.2138,123166.0,<1H OCEAN
-121.5,38.49,29.0,3606.0,690.0,2317.0,696.0,2.7368,84389.0,INLAND
-118.21,33.95,43.0,1500.0,419.0,1726.0,440.0,1.8641,161223.0,<1H OCEAN
-119.85,36.84,12.0,2272.0,304.0,840.0,305.0,8.9669,262535.07,INLAND
-119.71,36.81,19.0,2282.0,550.0,1034.0,500.0,1.6618,76276.0,INLAND
-118.29,34.0,44.0,1753.0,387.0,1165.0,380.0,2.1354,114240.0,<1H OCEAN
-121.29,37.96,52.0,287.0,119.0,154.0,85.0,0.8738,75526.0,INLAND
-120.25,37.04,21.0,1724.0,317.0,1006.0,290.0,3.2868,96634.0,INLAND
-117.97,33.91,19.0,8096.0,1318.0,3853.0,1313.0,6.0076,275846.0,<1H OCEAN
-119.7,36.82,25.0,2379.0,540.0,1482.0,484.0,2.3173,70790.0,INLAND
-117.28,33.19,5.0,2697.0,639.0,1633.0,580.0,3.4456,177678.0,NEAR OCEAN
-118.59,34.47,5.0,538.0,98.0,8733.0,105.0,4.2391,173718.01,INLAND
-118.39,33.88,34.0,1973.0,367.0,843.0,345.0,6.077,435290.02,<1H OCEAN
-122.04,37.3,25.0,2366.0,417.0,1076.0,398.0,6.9238,357466.06,<1H OCEAN
-117.81,33.8,25.0,2765.0,475.0,1666.0,474.0,6.0531,244310.0,<1H OCEAN
-118.3,34.07,28.0,5221.0,2530.0,5840.0,2374.0,1.8829,280679.0,<1H OCEAN
-116.92,32.76,7.0,1659.0,237.0,862.0,242.0,5.2741,183151.0,<1H OCEAN
-122.46,37.77,52.0,1824.0,388.0,799.0,363.0,3.75,417331.03,NEAR BAY
-121.36,38.0,17.0,4535.0,762.0,1562.0,743.0,5.3224,213802.0,INLAND
-118.2,34.02,26.0,36.0,9.0,35.0,9.0,1.625,190217.04,<1H OCEAN
-118.16,34.16,44.0,1284.0,278.0,925.0,261.0,1.7321,172573.0,<1H OCEAN
-122.1,37.4,19.0,1085.0,288.0,1009.0,305.0,3.9091,262046.0,NEAR BAY
-120.42,37.98,18.0,3059.0,609.0,1335.0,581.0,2.5129,120146.0,INLAND
-119.51,37.32,14.0,362.0,78.0,88.0,39.0,3.5893,178618.0,INLAND
-120.77,40.65,11.0,2635.0,667.0,280.0,132.0,1.7214,109306.0,INLAND
-118.36,34.1,52.0,1096.0,247.0,423.0,230.0,3.0179,350134.07,<1H OCEAN
-117.28,33.2,20.0,4835.0,854.0,2983.0,834.0,4.3428,176979.0,NEAR OCEAN
-121.85,36.6,41.0,3138.0,717.0,1890.0,642.0,2.4864,167192.0,<1H OCEAN
-117.24,33.36,11.0,2786.0,480.0,1250.0,450.0,4.5,220533.0,<1H OCEAN
-122.2,37.43,40.0,2223.0,412.0,1050.0,417.0,5.2421,398383.03,NEAR OCEAN
-122.37,37.59,52.0,2272.0,403.0,963.0,376.0,5.7245,469313.1,NEAR OCEAN
-121.29,38.1,14.0,1551.0,297.0,785.0,281.0,3.775,155649.0,INLAND
-117.24,32.79,18.0,1741.0,602.0,508.0,283.0,3.2625,214591.0,NEAR OCEAN
-120.44,36.84,29.0,1563.0,293.0,883.0,288.0,2.8182,95471.0,INLAND
-122.28,37.84,52.0,2153.0,481.0,1168.0,441.0,1.9615,121983.0,NEAR BAY
-117.08,32.65,17.0,2633.0,712.0,1487.0,694.0,2.5392,137473.0,NEAR OCEAN
-118.04,33.82,26.0,4105.0,637.0,2072.0,648.0,5.844,265333.0,<1H OCEAN
-118.16,33.89,46.0,940.0,219.0,599.0,214.0,3.2813,181856.0,<1H OCEAN
-121.54,38.59,29.0,2242.0,493.0,1481.0,478.0,2.0781,76000.0,INLAND
-122.41,37.8,52.0,3260.0,1535.0,3260.0,1457.0,0.9,267344.23,NEAR BAY
-118.33,33.98,30.0,3112.0,931.0,2739.0,841.0,1.6531,122556.0,<1H OCEAN
-117.7,33.72,6.0,211.0,51.0,125.0,44.0,1.9659,393704.67,<1H OCEAN
-119.21,34.26,31.0,224.0,88.0,326.0,88.0,2.375,100961.0,NEAR OCEAN
-121.22,37.97,37.0,1514.0,337.0,1121.0,337.0,2.401,72591.0,INLAND
-121.47,38.56,51.0,2083.0,559.0,874.0,524.0,2.0221,96181.0,INLAND
-118.24,34.01,43.0,1456.0,444.0,2098.0,433.0,1.8929,103094.0,<1H OCEAN
-119.18,34.16,12.0,460.0,101.0,405.0,103.0,5.2783,352175.29,NEAR OCEAN
-116.99,34.89,24.0,2741.0,577.0,1551.0,522.0,3.474,72831.0,INLAND
-115.55,32.82,34.0,1540.0,316.0,1013.0,274.0,2.5664,70720.0,INLAND
-121.44,38.54,47.0,2518.0,501.0,1308.0,471.0,2.5389,83613.0,INLAND
-118.04,34.09,34.0,2001.0,388.0,1461.0,397.0,3.8304,273836.0,INLAND
-118.49,34.15,33.0,2829.0,360.0,1010.0,363.0,10.3587,500001.0,<1H OCEAN
-124.09,40.55,24.0,2978.0,553.0,1370.0,480.0,2.7644,98687.0,<1H OCEAN
-121.23,38.09,23.0,633.0,91.0,236.0,83.0,6.4562,247669.0,INLAND
-117.14,32.71,39.0,1647.0,478.0,2176.0,479.0,1.7642,93555.0,NEAR OCEAN
-119.82,36.19,33.0,1293.0,272.0,694.0,229.0,2.0221,56776.0,INLAND
-122.22,37.77,40.0,494.0,114.0,547.0,135.0,2.8015,131621.0,NEAR BAY
-119.69,36.81,15.0,2892.0,496.0,1634.0,501.0,4.4934,97584.0,INLAND
-117.07,32.81,15.0,2000.0,402.0,778.0,369.0,4.3594,166469.0,<1H OCEAN
-118.15,33.96,33.0,1201.0,340.0,1482.0,334.0,2.4821,155897.0,<1H OCEAN
-116.42,33.76,14.0,16921.0,2837.0,2524.0,1262.0,7.6281,303120.0,INLAND
-122.14,37.71,27.0,3094.0,866.0,1364.0,789.0,2.6101,179519.0,NEAR BAY
-117.81,33.73,19.0,4022.0,975.0,2334.0,954.0,3.0305,164809.0,<1H OCEAN
-122.1,40.05,26.0,633.0,129.0,305.0,140.0,2.1827,69153.0,INLAND
-118.09,34.15,45.0,1345.0,356.0,749.0,327.0,2.8007,222565.0,INLAND
-120.83,39.02,15.0,1117.0,242.0,551.0,229.0,2.6319,105973.0,INLAND
-121.06,39.22,52.0,1749.0,422.0,837.0,391.0,2.325,112244.0,INLAND
-118.17,33.77,38.0,2239.0,721.0,984.0,684.0,2.346,182253.0,NEAR OCEAN
-117.84,33.8,34.0,2004.0,331.0,843.0,328.0,3.59,223774.0,<1H OCEAN
-118.16,34.17,52.0,1193.0,228.0,703.0,221.0,3.1741,205334.0,<1H OCEAN
-115.4,32.7,19.0,583.0,113.0,531.0,134.0,1.6838,86639.0,INLAND
-122.29,40.44,30.0,1270.0,365.0,840.0,324.0,1.3904,62676.0,INLAND
-119.76,36.71,29.0,1745.0,441.0,1530.0,391.0,1.5611,48178.0,INLAND
-121.88,37.44,23.0,1310.0,267.0,910.0,261.0,5.3994,237355.01,<1H OCEAN
-122.03,37.55,22.0,9167.0,1373.0,4319.0,1404.0,6.992,384165.16,NEAR BAY
-122.72,38.47,29.0,1706.0,415.0,990.0,394.0,1.9932,160690.0,<1H OCEAN
-117.88,33.85,18.0,2705.0,713.0,2726.0,674.0,2.7759,191596.0,<1H OCEAN
-122.52,38.99,16.0,975.0,219.0,337.0,155.0,1.6607,80740.0,INLAND
-117.88,34.09,29.0,3416.0,790.0,2223.0,728.0,3.5109,189931.0,<1H OCEAN
-118.09,33.96,36.0,3271.0,603.0,2593.0,616.0,3.3621,168637.0,<1H OCEAN
-117.16,32.74,49.0,1815.0,495.0,601.0,410.0,3.0571,375254.01,NEAR OCEAN
-118.15,35.06,15.0,1069.0,296.0,569.0,263.0,2.0441,80715.99,INLAND
-117.14,32.7,43.0,1126.0,289.0,1132.0,294.0,2.1875,98583.0,NEAR OCEAN
-118.46,34.22,39.0,1500.0,333.0,998.0,309.0,3.9625,181872.0,<1H OCEAN
-117.55,33.93,25.0,5187.0,934.0,2725.0,860.0,4.1865,168922.0,INLAND
-121.89,37.42,26.0,40.0,8.0,52.0,7.0,7.7197,261726.02,<1H OCEAN
-122.0,37.35,20.0,4304.0,851.0,2059.0,835.0,5.1674,323002.0,<1H OCEAN
-121.34,38.59,23.0,2912.0,421.0,1132.0,410.0,5.9174,222599.0,INLAND
-117.6,33.87,15.0,7626.0,1570.0,3823.0,1415.0,3.4419,143030.0,INLAND
-117.41,33.96,27.0,2341.0,418.0,1272.0,415.0,3.0208,114524.0,INLAND
-122.25,37.83,52.0,1279.0,287.0,534.0,291.0,3.1429,231236.01,NEAR BAY
-118.15,34.1,52.0,4325.0,823.0,1927.0,795.0,3.9485,362294.0,<1H OCEAN
-118.48,34.19,20.0,5699.0,1594.0,3809.0,1381.0,2.8646,218713.0,<1H OCEAN
-118.01,34.06,26.0,557.0,153.0,455.0,196.0,2.7721,176808.0,INLAND
-120.7,38.69,13.0,4492.0,821.0,2093.0,734.0,4.0709,163442.0,INLAND
-122.44,37.71,46.0,1230.0,247.0,895.0,257.0,5.3913,288204.06,NEAR BAY
-121.04,38.95,22.0,1931.0,445.0,1009.0,407.0,2.75,146569.0,INLAND
-122.02,38.25,10.0,2237.0,454.0,1255.0,429.0,3.1176,124619.0,INLAND
-121.31,38.62,31.0,3114.0,430.0,1121.0,456.0,6.244,239851.01,INLAND
-121.89,37.36,37.0,1525.0,363.0,1075.0,374.0,2.8971,186242.0,<1H OCEAN
-119.78,34.48,21.0,2377.0,322.0,1007.0,328.0,7.9248,433669.25,NEAR OCEAN
-118.12,34.06,17.0,5137.0,1614.0,4945.0,1535.0,2.4599,180943.0,<1H OCEAN
-122.0,37.37,16.0,1434.0,372.0,804.0,361.0,3.7045,194761.0,<1H OCEAN
-119.44,36.6,5.0,2353.0,608.0,2505.0,573.0,2.2863,74510.0,INLAND
-121.41,38.52,25.0,3087.0,720.0,2529.0,708.0,1.8689,73042.0,INLAND
-118.53,34.14,28.0,6920.0,906.0,2515.0,860.0,9.2189,490638.86,<1H OCEAN
-122.1,37.4,23.0,514.0,210.0,367.0,206.0,3.1736,224908.0,NEAR BAY
-118.23,34.24,31.0,3857.0,607.0,1695.0,572.0,7.642,405068.12,<1H OCEAN
-122.24,38.25,33.0,213.0,36.0,91.0,33.0,4.9167,197157.01,NEAR BAY
-122.47,37.66,18.0,4172.0,806.0,3226.0,790.0,5.7535,320524.06,NEAR OCEAN
-117.88,33.63,21.0,9565.0,2289.0,3162.0,1831.0,4.7024,320964.0,<1H OCEAN
-121.65,36.85,20.0,2606.0,424.0,1361.0,426.0,4.5787,251214.03,<1H OCEAN
-117.41,34.11,29.0,3999.0,772.0,2602.0,760.0,3.5481,107122.0,INLAND
-124.08,40.87,29.0,1710.0,469.0,990.0,425.0,1.1479,92902.0,NEAR OCEAN
-118.13,34.15,24.0,1125.0,341.0,579.0,321.0,2.8125,164703.0,<1H OCEAN
-121.96,37.24,26.0,3032.0,605.0,1208.0,562.0,5.4683,393641.02,<1H OCEAN
-122.5,37.75,44.0,1739.0,343.0,872.0,330.0,2.9632,278749.0,NEAR OCEAN
-117.56,33.88,40.0,1196.0,294.0,1052.0,258.0,2.0682,109924.0,INLAND
-117.24,32.72,39.0,3089.0,431.0,1175.0,432.0,7.5925,452184.11,NEAR OCEAN
-117.94,33.85,26.0,1888.0,429.0,1550.0,458.0,3.3393,174322.0,<1H OCEAN
-122.26,37.5,52.0,878.0,186.0,393.0,186.0,3.7045,321240.01,NEAR OCEAN
-122.0,37.82,20.0,2206.0,458.0,926.0,432.0,4.6042,259752.01,<1H OCEAN
-118.93,34.82,24.0,806.0,168.0,323.0,136.0,3.5,120289.0,INLAND
-118.36,34.01,33.0,3140.0,466.0,1214.0,464.0,6.5044,375509.08,<1H OCEAN
-118.35,34.19,45.0,903.0,190.0,557.0,204.0,4.0313,208209.0,<1H OCEAN
-117.83,33.74,23.0,1818.0,522.0,958.0,485.0,2.6771,165420.0,<1H OCEAN
-122.18,38.35,24.0,407.0,68.0,175.0,61.0,6.0266,215499.0,INLAND
-117.27,33.77,16.0,2876.0,576.0,1859.0,545.0,2.0878,115223.01,<1H OCEAN
-122.54,38.36,40.0,2725.0,531.0,1167.0,458.0,3.7969,207317.0,<1H OCEAN
-121.43,37.75,42.0,1207.0,278.0,699.0,279.0,3.3611,123446.0,INLAND
-122.31,37.57,42.0,3157.0,676.0,1603.0,629.0,3.7422,296644.0,NEAR OCEAN
-118.4,34.04,42.0,1298.0,174.0,420.0,190.0,12.8483,500001.0,<1H OCEAN
-120.97,37.68,16.0,2349.0,446.0,1302.0,392.0,3.1625,129405.0,INLAND
-119.49,37.1,24.0,2532.0,555.0,1564.0,507.0,2.3359,90616.0,INLAND
-118.28,34.0,42.0,855.0,284.0,890.0,247.0,1.2778,111553.0,<1H OCEAN
-117.86,33.75,5.0,187.0,49.0,207.0,51.0,1.8,336785.42,<1H OCEAN
-121.46,38.56,52.0,907.0,180.0,479.0,177.0,2.2125,106024.0,INLAND
-122.71,38.34,22.0,1249.0,335.0,699.0,308.0,2.6033,170601.0,<1H OCEAN
-122.07,37.86,17.0,1102.0,224.0,317.0,208.0,3.5893,228849.0,NEAR BAY
-119.69,36.71,25.0,556.0,79.0,249.0,71.0,4.4583,115834.01,INLAND
-118.85,34.19,27.0,2287.0,320.0,967.0,321.0,6.5162,344456.03,<1H OCEAN
-121.19,39.55,17.0,1483.0,284.0,481.0,211.0,1.4896,88646.0,INLAND
-118.61,34.2,29.0,1673.0,284.0,794.0,270.0,5.5191,246548.0,<1H OCEAN
-122.74,38.46,9.0,2268.0,594.0,1311.0,585.0,2.6607,123336.0,<1H OCEAN
-118.54,34.15,26.0,10111.0,1295.0,3599.0,1257.0,10.2292,499089.98,<1H OCEAN
-118.5,33.99,22.0,3484.0,975.0,1268.0,952.0,3.2609,470316.68,<1H OCEAN
-117.79,34.1,26.0,1664.0,344.0,1024.0,339.0,3.5192,170701.0,INLAND
-121.43,37.74,52.0,966.0,247.0,589.0,228.0,1.6937,103701.0,INLAND
-116.52,33.97,13.0,3921.0,754.0,1902.0,665.0,3.3616,99408.0,INLAND
-122.01,37.27,28.0,3825.0,473.0,1415.0,480.0,10.675,500001.0,<1H OCEAN
-121.34,37.97,33.0,2493.0,454.0,1203.0,436.0,3.765,107242.0,INLAND
-118.21,34.02,52.0,22.0,7.0,55.0,7.0,7.5752,173339.02,<1H OCEAN
-121.9,38.0,14.0,2677.0,368.0,1288.0,375.0,6.0497,179752.0,INLAND
-118.25,34.23,37.0,1954.0,368.0,967.0,370.0,5.0862,270881.0,<1H OCEAN
-117.32,33.51,4.0,966.0,133.0,311.0,92.0,5.2066,417265.63,<1H OCEAN
-117.14,33.15,17.0,1149.0,182.0,702.0,192.0,5.5696,188021.0,<1H OCEAN
-121.94,37.24,35.0,1484.0,244.0,664.0,238.0,4.675,246339.0,<1H OCEAN
-122.02,37.09,35.0,1818.0,368.0,682.0,254.0,4.8611,254178.01,NEAR OCEAN
-121.05,37.93,17.0,2474.0,480.0,1649.0,453.0,3.275,146337.0,INLAND
-117.3,32.96,30.0,1226.0,205.0,380.0,151.0,4.2875,438690.76,NEAR OCEAN
-117.91,33.88,34.0,1851.0,291.0,784.0,290.0,5.2336,235916.0,<1H OCEAN
-118.1,33.89,34.0,2242.0,436.0,1483.0,443.0,4.4934,184904.0,<1H OCEAN
-118.29,34.08,49.0,649.0,315.0,987.0,329.0,1.6806,281549.0,<1H OCEAN
-120.93,39.96,15.0,1666.0,351.0,816.0,316.0,2.9559,92751.0,INLAND
-122.4,38.46,33.0,2542.0,466.0,1099.0,420.0,4.635,264416.0,INLAND
-117.94,33.79,24.0,4179.0,784.0,1902.0,733.0,4.7986,211076.0,<1H OCEAN
-121.47,38.55,52.0,1384.0,295.0,561.0,244.0,2.0242,103313.0,INLAND
-118.07,34.01,36.0,1391.0,283.0,1025.0,275.0,3.2375,171064.0,<1H OCEAN
-117.21,32.86,16.0,2800.0,566.0,1267.0,518.0,3.2794,155000.0,NEAR OCEAN
-121.86,36.6,31.0,1044.0,285.0,762.0,301.0,3.038,192343.0,<1H OCEAN
-118.27,33.8,28.0,4698.0,902.0,3287.0,881.0,4.8508,218151.0,<1H OCEAN
-118.2,34.02,42.0,498.0,120.0,548.0,119.0,3.7543,128173.0,<1H OCEAN
-118.29,34.08,25.0,2459.0,823.0,2635.0,763.0,2.4,190757.0,<1H OCEAN
-117.29,33.13,4.0,617.0,105.0,224.0,105.0,3.9205,245129.2,NEAR OCEAN
-119.75,36.78,35.0,1129.0,220.0,474.0,242.0,2.4405,76685.0,INLAND
-117.88,33.85,34.0,1127.0,185.0,588.0,181.0,4.375,215967.0,<1H OCEAN
-119.59,36.52,35.0,990.0,192.0,674.0,178.0,3.3214,101447.0,INLAND
-122.3,37.51,35.0,2789.0,445.0,1156.0,404.0,5.4322,368717.01,NEAR OCEAN
-118.13,33.94,34.0,522.0,138.0,373.0,139.0,3.5481,235414.0,<1H OCEAN
-121.86,37.21,23.0,2552.0,305.0,916.0,316.0,9.1974,497781.98,<1H OCEAN
-121.81,37.3,14.0,1870.0,348.0,1214.0,347.0,4.9769,207776.01,<1H OCEAN
-116.4,34.12,16.0,5648.0,1089.0,2524.0,1008.0,2.6739,81319.0,INLAND
-115.55,32.98,24.0,2565.0,530.0,1447.0,473.0,3.2593,83040.0,INLAND
-118.31,34.26,38.0,2264.0,460.0,1124.0,388.0,4.2685,213602.0,<1H OCEAN
-118.47,34.26,34.0,1300.0,289.0,650.0,291.0,3.8875,204232.0,<1H OCEAN
-120.84,35.32,15.0,2419.0,538.0,1279.0,522.0,3.4762,222831.0,NEAR OCEAN
-122.19,37.78,52.0,1026.0,180.0,469.0,168.0,2.875,156138.0,NEAR BAY
-117.79,33.68,10.0,2106.0,319.0,1002.0,332.0,8.735,352517.01,<1H OCEAN
-122.03,37.97,20.0,3968.0,931.0,2629.0,903.0,2.9915,162614.0,NEAR BAY
-118.56,34.19,36.0,2600.0,441.0,1246.0,426.0,4.1111,225938.0,<1H OCEAN
-121.79,37.03,18.0,943.0,213.0,544.0,179.0,3.934,238992.03,<1H OCEAN
-120.66,35.49,17.0,4422.0,945.0,2307.0,885.0,2.8285,171023.0,<1H OCEAN
-122.46,37.74,51.0,1905.0,291.0,707.0,284.0,6.2561,438145.37,NEAR BAY
-118.04,33.87,18.0,4626.0,822.0,2794.0,763.0,5.6917,277126.0,<1H OCEAN
-119.85,34.44,28.0,1765.0,301.0,1173.0,297.0,6.0256,326791.17,NEAR OCEAN
-119.61,36.31,25.0,1847.0,371.0,1460.0,353.0,1.8839,49952.0,INLAND
-118.09,34.68,4.0,23386.0,4171.0,10493.0,3671.0,4.0211,138980.0,INLAND
-122.13,39.74,20.0,1401.0,280.0,668.0,250.0,2.2569,79684.0,INLAND
-117.93,34.01,23.0,3188.0,836.0,3883.0,840.0,2.1863,162249.01,<1H OCEAN
-117.86,33.79,42.0,1024.0,191.0,483.0,187.0,4.105,199026.0,<1H OCEAN
-118.26,34.16,20.0,3407.0,885.0,1883.0,870.0,3.7321,330341.0,<1H OCEAN
-118.37,34.07,39.0,2309.0,526.0,870.0,546.0,3.1677,415444.04,<1H OCEAN
-118.41,34.19,37.0,1993.0,425.0,939.0,400.0,2.8021,220961.0,<1H OCEAN
-118.2,34.12,44.0,1565.0,398.0,1500.0,407.0,2.8125,162044.0,<1H OCEAN
-121.37,38.01,15.0,2430.0,315.0,1016.0,314.0,10.0088,402914.4,INLAND
-123.15,39.74,23.0,608.0,143.0,281.0,108.0,2.9306,75444.0,INLAND
-117.18,34.3,33.0,399.0,87.0,71.0,27.0,1.875,113653.03,INLAND
-122.79,39.09,20.0,1798.0,395.0,685.0,331.0,1.625,67937.0,INLAND
-118.18,34.1,7.0,2529.0,689.0,1215.0,577.0,4.7853,187307.01,<1H OCEAN
-122.11,37.7,19.0,2693.0,789.0,1765.0,724.0,2.4206,175944.0,NEAR BAY
-117.9,33.88,35.0,2062.0,353.0,991.0,357.0,5.2897,229249.0,<1H OCEAN
-122.0,37.31,33.0,4211.0,918.0,2389.0,861.0,4.7235,249695.0,<1H OCEAN
-117.85,33.87,15.0,5078.0,806.0,2569.0,759.0,5.6549,292653.01,<1H OCEAN
-122.0,37.27,33.0,1664.0,271.0,759.0,272.0,5.7876,375346.01,<1H OCEAN
-121.72,38.0,7.0,7957.0,1314.0,4460.0,1293.0,4.9618,167626.0,INLAND
-122.27,40.46,14.0,2633.0,530.0,1324.0,513.0,2.2768,83494.0,INLAND
-122.02,37.87,14.0,3056.0,369.0,1209.0,377.0,8.4352,393988.13,NEAR BAY
-118.27,34.08,46.0,3007.0,854.0,2587.0,814.0,2.7179,193177.0,<1H OCEAN
-118.73,34.29,8.0,4983.0,754.0,2510.0,725.0,6.9454,300712.03,<1H OCEAN
-117.96,33.93,31.0,1471.0,321.0,841.0,330.0,3.46,213565.0,<1H OCEAN
-120.48,37.29,17.0,2266.0,693.0,3200.0,664.0,1.5635,78238.0,INLAND
-121.49,38.55,51.0,4280.0,632.0,1486.0,621.0,5.0359,216342.0,INLAND
-117.79,33.77,21.0,4349.0,553.0,1680.0,519.0,6.9014,303841.0,<1H OCEAN
-119.67,37.27,13.0,5087.0,981.0,2284.0,913.0,2.7413,116421.0,INLAND
-117.09,32.91,9.0,2012.0,316.0,802.0,289.0,6.5706,281747.02,<1H OCEAN
-121.55,39.51,39.0,1551.0,353.0,684.0,310.0,2.0357,59942.0,INLAND
-118.52,34.2,35.0,2891.0,594.0,1757.0,581.0,4.3571,207027.0,<1H OCEAN
-119.78,36.76,47.0,1425.0,323.0,949.0,325.0,1.7344,52663.0,INLAND
-119.85,34.48,23.0,1915.0,277.0,724.0,267.0,6.2987,337765.0,NEAR OCEAN
-122.2,37.82,39.0,3770.0,534.0,1265.0,500.0,6.3302,358203.03,NEAR BAY
-118.53,34.18,26.0,4175.0,885.0,2118.0,778.0,4.2083,241725.0,<1H OCEAN
-119.46,36.25,32.0,1702.0,348.0,1016.0,350.0,2.5,71426.0,INLAND
-117.12,33.14,12.0,2363.0,408.0,1211.0,396.0,3.8967,173963.0,<1H OCEAN
-118.59,34.22,17.0,6015.0,1464.0,3056.0,1347.0,4.0077,243222.0,<1H OCEAN
-118.01,34.08,30.0,2281.0,522.0,1969.0,500.0,3.6531,188016.0,INLAND
-117.2,33.71,24.0,4210.0,920.0,1283.0,829.0,2.0881,103081.0,<1H OCEAN
-118.47,34.14,36.0,2873.0,420.0,850.0,379.0,8.153,498166.96,<1H OCEAN
-117.98,33.68,17.0,2603.0,373.0,1265.0,382.0,6.8039,326066.0,<1H OCEAN
-119.03,35.41,41.0,1808.0,435.0,1005.0,373.0,1.7857,54711.0,INLAND
-117.93,33.88,45.0,1306.0,293.0,585.0,260.0,4.0812,232258.0,<1H OCEAN
-121.87,36.55,20.0,10053.0,1768.0,3083.0,1621.0,5.1506,364330.01,NEAR OCEAN
-117.65,34.1,19.0,1688.0,365.0,622.0,322.0,3.6,142690.0,INLAND
-121.3,37.98,47.0,2373.0,461.0,990.0,444.0,4.175,170370.0,INLAND
-118.91,34.18,17.0,3220.0,716.0,1381.0,733.0,2.8958,192684.0,<1H OCEAN
-120.46,36.87,20.0,1287.0,310.0,954.0,269.0,1.3386,56588.0,INLAND
-118.58,34.24,26.0,3239.0,647.0,1529.0,590.0,3.2426,233817.0,<1H OCEAN
-120.89,37.21,25.0,3301.0,678.0,994.0,306.0,3.2262,133878.0,INLAND
-122.43,37.78,10.0,2380.0,843.0,1245.0,789.0,1.3062,215657.05,NEAR BAY
-117.72,33.62,19.0,1144.0,268.0,365.0,279.0,2.8583,112097.0,<1H OCEAN
-122.3,37.57,36.0,1973.0,352.0,1169.0,370.0,5.033,268878.0,NEAR BAY
-117.34,34.08,33.0,4924.0,1007.0,3502.0,953.0,3.233,99580.0,INLAND
-118.2,34.11,37.0,2040.0,611.0,1698.0,545.0,1.9355,169510.0,<1H OCEAN
-117.04,32.77,21.0,1824.0,447.0,962.0,431.0,2.7826,154567.0,<1H OCEAN
-123.02,38.81,35.0,956.0,213.0,488.0,215.0,3.025,136029.0,<1H OCEAN
-122.71,38.5,15.0,5645.0,830.0,2324.0,769.0,6.6104,334559.03,<1H OCEAN
-118.34,34.02,44.0,2067.0,385.0,1046.0,441.0,3.5357,164467.0,<1H OCEAN
-117.26,33.09,22.0,2398.0,407.0,349.0,169.0,7.0423,441023.6,NEAR OCEAN
-118.04,33.9,36.0,15.0,5.0,15.0,6.0,0.4999,178151.05,<1H OCEAN
-120.1,39.33,9.0,2738.0,510.0,1193.0,412.0,4.3958,165483.0,INLAND
-117.34,33.21,12.0,5963.0,1372.0,3015.0,1124.0,2.7386,182348.0,NEAR OCEAN
-117.15,32.75,27.0,3166.0,867.0,1332.0,817.0,2.6742,183229.0,NEAR OCEAN
-118.11,34.16,52.0,3158.0,459.0,1229.0,444.0,5.4223,337840.0,INLAND
-121.46,38.58,40.0,1394.0,397.0,689.0,353.0,1.7765,101135.0,INLAND
-122.44,37.65,38.0,5277.0,1008.0,2695.0,997.0,3.9722,278909.0,NEAR OCEAN
-117.09,33.13,9.0,5685.0,1442.0,3773.0,1250.0,3.0426,142388.0,<1H OCEAN
-122.42,37.73,52.0,3230.0,654.0,1765.0,611.0,3.3333,253651.0,NEAR BAY
